Student ID,Gender,Race/Ethnicity,Parental Education,Lunch Type,Test Preparation,Study Time per Week,Daily Sleep Duration,Math Score,Reading Score,Writing Score,School Type,Internet Access
3323,female,group D,associate degree,standard,FALSE,1.8,6.4,76,72,100,international,TRUE
3324,male,group C,some college,standard,TRUE,21.6,6.3,81,69,76,public,TRUE
3325,male,group C,high school,standard,FALSE,12.4,,56,76,61,public,TRUE
3326,male,group A,associate degree,free/reduced,FALSE,7.9,7.5,51,,52,public,TRUE
3327,male,group C,high school,standard,FALSE,7.1,4.5,48,69,64,public,TRUE
3328,female,group D,high school,free/reduced,FALSE,3.1,8.3,72,79,93,public,TRUE
3329,male,group D,associate degree,free/reduced,FALSE,9.9,5.1,48,,,public,FALSE
3330,female,group C,some college,standard,TRUE,14.4,5.4,75,,36,public,TRUE
3331,male,group D,some college,standard,FALSE,12.7,7.8,90,75,84,public,TRUE
3332,female,group C,bachelor degree,standard,FALSE,5.3,7.1,56,76,70,public,TRUE
3333,female,group E,bachelor degree,free/reduced,FALSE,15,8.6,100,75,95,private,TRUE
3334,female,group E,some college,free/reduced,FALSE,11.8,6.6,83,36,69,private,TRUE
3335,female,group C,,standard,FALSE,5.1,5.3,91,69,71,public,TRUE
3336,female,group C,bachelor degree,standard,FALSE,2.5,8.5,64,51,72,public,TRUE
3337,female,group E,high school,standard,TRUE,0.4,6.2,78,42,55,public,TRUE
3338,female,group E,bachelor degree,standard,TRUE,10.9,6,74,82,67,international,TRUE
3339,female,group B,some college,standard,TRUE,20.2,8.1,58,89,50,public,TRUE
3340,female,group A,bachelor degree,standard,TRUE,14,4.7,66,65,73,private,TRUE
3341,male,group C,high school,free/reduced,TRUE,11.1,6.7,90,62,59,public,TRUE
3342,male,group B,,standard,TRUE,10.4,6.3,71,67,90,public,TRUE
3343,male,group C,bachelor degree,standard,FALSE,8,6.4,69,77,86,public,TRUE
3344,female,group C,high school,standard,FALSE,6.8,7.3,83,75,65,private,TRUE
3345,female,group B,high school,standard,FALSE,13.6,5.2,81,77,72,public,TRUE
3346,male,group D,bachelor degree,free/reduced,FALSE,13.4,,82,70,68,public,TRUE
3347,female,group A,high school,standard,FALSE,,8.1,97,67,41,private,TRUE
3348,male,group A,some college,standard,FALSE,9.2,8.8,57,89,45,public,TRUE
3349,male,group D,high school,free/reduced,TRUE,6.3,6.5,62,48,60,private,TRUE
3350,male,group A,some college,free/reduced,FALSE,,7.6,76,62,75,public,TRUE
3351,male,group E,high school,standard,FALSE,8.8,9,86,69,70,public,FALSE
3352,male,group E,some college,standard,TRUE,8.5,6.5,81,81,39,private,TRUE
3353,female,group E,,free/reduced,TRUE,9,8.7,77,100,70,private,TRUE
3354,male,group C,associate degree,free/reduced,FALSE,6.5,9,61,78,66,public,TRUE
3355,female,group D,,standard,TRUE,13.5,9.4,44,53,80,public,TRUE
3356,male,group E,bachelor degree,standard,FALSE,12.5,,66,77,44,public,TRUE
3357,female,group D,,free/reduced,FALSE,16.1,7.7,40,69,64,public,TRUE
3358,male,group E,master degree,free/reduced,TRUE,12,8.8,70,,86,public,TRUE
3359,female,group A,bachelor degree,standard,TRUE,13.9,7.9,100,67,66,public,TRUE
3360,female,group C,high school,free/reduced,FALSE,7.7,6.2,76,69,66,international,TRUE
3361,male,group C,high school,free/reduced,FALSE,17,9,72,,82,public,TRUE
3362,female,group C,high school,standard,FALSE,17.6,8.9,63,82,49,public,TRUE
3363,female,group B,bachelor degree,free/reduced,FALSE,5.6,6.6,62,44,73,public,TRUE
3364,male,group E,associate degree,standard,FALSE,15.3,8.8,97,64,71,private,TRUE
3365,female,group A,high school,standard,FALSE,,9.3,85,70,74,public,FALSE
3366,male,group D,high school,standard,FALSE,,6.4,69,60,75,public,FALSE
3367,female,group A,bachelor degree,free/reduced,FALSE,,6.5,92,75,47,public,TRUE
3368,male,group D,,standard,FALSE,,8,67,86,80,public,TRUE
3369,male,group C,some college,standard,FALSE,6.1,10,80,98,66,public,TRUE
3370,female,group B,high school,standard,TRUE,7.8,9.9,47,74,78,public,TRUE
3371,male,group A,high school,standard,TRUE,4.8,6.1,60,91,54,private,TRUE
3372,female,group C,bachelor degree,standard,TRUE,11.8,7,75,78,82,public,TRUE
3373,male,group D,,standard,TRUE,17,6.8,100,65,43,public,TRUE
3374,female,group C,bachelor degree,standard,TRUE,14.6,7.5,67,65,92,public,FALSE
3375,male,group C,master degree,standard,FALSE,12.4,6.1,87,61,73,public,TRUE
3376,female,group E,associate degree,standard,TRUE,9.2,7.7,86,49,82,public,TRUE
3377,female,group C,bachelor degree,standard,FALSE,8,6.6,79,58,59,private,TRUE
3378,female,group B,some college,standard,FALSE,10.4,7.4,64,84,88,public,TRUE
3379,female,group B,master degree,standard,TRUE,,5.7,53,68,100,public,TRUE
3380,female,group E,some college,free/reduced,FALSE,8,6.3,85,86,68,private,TRUE
3381,female,group E,some college,standard,TRUE,8,6.2,84,88,45,private,TRUE
3382,male,group C,some college,standard,FALSE,9.7,7.2,68,53,82,public,TRUE
3383,female,group C,high school,free/reduced,TRUE,0.5,6.9,54,,64,international,TRUE
3384,male,group C,,free/reduced,FALSE,9.9,,69,93,80,public,TRUE
3385,female,group D,master degree,free/reduced,FALSE,0,,70,73,77,public,TRUE
3386,female,group D,high school,standard,TRUE,10.9,9.6,53,70,75,public,TRUE
3387,female,group B,high school,standard,TRUE,13.8,5.9,85,74,49,public,FALSE
3388,male,group B,associate degree,free/reduced,FALSE,15.4,10,83,69,62,international,TRUE
3389,male,group B,associate degree,free/reduced,FALSE,16.2,6.5,86,93,61,public,TRUE
3390,female,group E,some college,standard,TRUE,1.9,8.3,79,49,83,private,TRUE
3391,male,group A,associate degree,standard,TRUE,0,6.4,87,51,100,public,TRUE
3392,male,group B,high school,free/reduced,TRUE,14.1,4.3,78,64,97,private,TRUE
3393,female,group A,bachelor degree,standard,FALSE,11,6.6,73,74,35,private,TRUE
3394,male,group D,bachelor degree,free/reduced,TRUE,7.6,8.4,49,90,70,public,TRUE
3395,male,group D,high school,standard,FALSE,7.2,4.8,52,79,70,public,TRUE
3396,female,group E,bachelor degree,standard,TRUE,9.1,8.5,67,62,74,public,TRUE
3397,male,group D,some college,standard,TRUE,6.3,6.1,75,56,56,public,TRUE
3398,male,group A,high school,standard,FALSE,16.9,6.5,83,61,64,public,FALSE
3399,female,group D,associate degree,standard,TRUE,4.7,8.4,85,64,65,public,TRUE
3400,male,group D,some college,free/reduced,TRUE,4.8,5.5,70,60,64,public,TRUE
3401,female,group E,bachelor degree,standard,TRUE,9.9,7.7,64,61,65,public,TRUE
3402,male,group A,bachelor degree,free/reduced,FALSE,9.9,8.5,85,79,46,public,TRUE
3403,female,group D,bachelor degree,free/reduced,TRUE,11.9,7.2,79,76,72,public,TRUE
3404,male,group D,master degree,free/reduced,TRUE,6.8,8.3,100,73,78,public,TRUE
3405,female,group B,associate degree,free/reduced,FALSE,21.6,8.5,73,56,55,public,TRUE
3406,male,group E,master degree,standard,TRUE,5.1,6.2,73,37,78,private,TRUE
3407,male,group E,high school,free/reduced,FALSE,9.8,5.6,89,98,72,public,TRUE
3408,male,group E,,standard,TRUE,21,7.2,56,67,54,public,TRUE
3409,female,group D,high school,standard,FALSE,7.6,9.4,100,50,89,private,TRUE
3410,male,group D,some college,standard,FALSE,,7.9,76,60,68,public,FALSE
3411,female,group B,some college,standard,FALSE,13.3,6.6,70,73,,public,TRUE
3412,male,group B,some college,standard,TRUE,3.2,8.1,66,86,75,international,TRUE
3413,female,group C,some college,free/reduced,TRUE,18.6,6.7,74,,,public,TRUE
3414,male,group B,some college,standard,TRUE,18.5,6.9,51,71,81,public,TRUE
3415,male,group C,high school,,TRUE,15.9,7.4,73,53,88,public,TRUE
3416,female,group D,some college,free/reduced,TRUE,15.4,6.4,39,,55,public,
3417,female,group E,associate degree,standard,TRUE,25,7.3,51,95,94,public,TRUE
3418,female,group E,,,TRUE,2.7,7,75,100,41,public,TRUE
3419,female,group E,high school,free/reduced,FALSE,4.1,7.6,65,72,,private,TRUE
3420,male,group C,some college,standard,FALSE,12.1,6.1,56,75,66,public,
3421,female,group E,high school,standard,FALSE,7.1,7.5,82,84,57,public,TRUE
3422,male,group B,some college,standard,FALSE,10.9,7.2,73,72,,public,TRUE
3423,female,group C,high school,free/reduced,FALSE,20.7,6.3,78,85,,public,TRUE
3424,male,group B,master degree,standard,TRUE,13.6,8,48,100,81,public,TRUE
3425,male,group C,bachelor degree,,FALSE,15.4,6.9,65,63,74,public,TRUE
3426,male,group E,master degree,free/reduced,FALSE,2.5,8.2,43,49,61,public,TRUE
3427,female,group C,high school,standard,TRUE,5.3,,78,76,66,public,FALSE
3428,female,group E,some college,free/reduced,FALSE,13.4,7,52,67,,private,TRUE
3429,male,group B,some college,free/reduced,FALSE,,9.6,65,63,63,private,FALSE
3430,female,group B,bachelor degree,free/reduced,FALSE,13.3,5.8,80,,44,public,TRUE
3431,female,group E,bachelor degree,standard,FALSE,6.1,7.4,67,70,62,public,TRUE
3432,female,group B,associate degree,standard,TRUE,0,5.7,61,70,79,public,TRUE
3433,female,group E,,standard,FALSE,7.5,9.3,76,75,69,public,
3434,female,group B,master degree,standard,FALSE,9.2,8.4,64,80,54,public,TRUE
3435,male,group D,master degree,standard,FALSE,9.1,9.4,42,70,65,public,TRUE
3436,male,group D,,standard,TRUE,7.7,7.3,78,51,74,public,TRUE
3437,male,group E,,standard,FALSE,8.3,7.1,89,76,72,public,TRUE
3438,male,group C,bachelor degree,standard,FALSE,18.2,6.8,95,69,70,international,TRUE
3439,female,group C,high school,free/reduced,FALSE,15.4,7.3,62,55,60,public,TRUE
3440,female,group C,bachelor degree,standard,TRUE,11.6,7.5,72,90,68,public,TRUE
3441,female,group A,high school,standard,FALSE,9.2,7.8,35,64,77,public,TRUE
3442,female,group E,high school,standard,FALSE,15.5,5.1,74,,82,public,TRUE
3443,female,group E,master degree,free/reduced,FALSE,0.7,8.5,76,97,86,public,TRUE
3444,male,group E,some college,free/reduced,TRUE,9.5,7.7,54,92,78,public,TRUE
3445,male,group A,associate degree,standard,FALSE,4.3,7.5,66,93,74,public,FALSE
3446,female,group E,high school,standard,TRUE,,6.6,24,86,72,public,TRUE
3447,male,group D,high school,free/reduced,TRUE,11.4,9.2,76,100,,public,TRUE
3448,male,group B,some college,standard,TRUE,6.8,7.7,65,85,69,public,TRUE
3449,male,group A,master degree,standard,FALSE,5.7,7.5,77,72,49,public,FALSE
3450,female,group E,master degree,free/reduced,TRUE,13.2,6.7,55,,38,public,TRUE
3451,male,group E,bachelor degree,standard,FALSE,,6.2,79,58,63,public,FALSE
3452,male,group E,,standard,FALSE,13.3,8.2,43,35,78,public,TRUE
3453,female,group E,associate degree,,TRUE,5.5,,82,48,80,private,FALSE
3454,male,group B,associate degree,free/reduced,FALSE,7.3,,67,83,,public,
3455,male,group D,,standard,TRUE,4.6,,77,100,65,public,TRUE
3456,male,group C,high school,free/reduced,TRUE,7.5,8.2,84,74,78,public,TRUE
3457,female,group A,some college,free/reduced,TRUE,,4.2,59,86,58,public,TRUE
3458,male,group A,some college,free/reduced,FALSE,12.2,7.4,80,72,75,international,FALSE
3459,female,group A,bachelor degree,standard,FALSE,13.9,7.5,56,70,72,public,TRUE
3460,male,group A,some college,standard,TRUE,14.9,4,55,84,75,public,TRUE
3461,female,group A,some college,standard,TRUE,4.9,8.8,58,72,87,public,TRUE
3462,male,group C,some college,standard,FALSE,4.8,8,69,51,61,international,TRUE
3463,female,group B,master degree,standard,FALSE,14.4,8.6,76,62,55,private,TRUE
3464,male,group B,master degree,standard,FALSE,14.9,6.6,76,59,56,private,TRUE
3465,male,group C,high school,standard,TRUE,14.1,6.8,98,63,83,public,TRUE
3466,male,group B,bachelor degree,,FALSE,8.8,7.5,80,68,72,public,TRUE
3467,female,group D,bachelor degree,standard,TRUE,17.7,6.8,56,75,,international,FALSE
3468,male,group B,some college,free/reduced,TRUE,,6,75,81,68,public,FALSE
3469,female,group E,associate degree,free/reduced,TRUE,,5.8,55,59,47,private,FALSE
3470,male,group B,some college,free/reduced,TRUE,12.7,,67,68,69,public,TRUE
3471,female,group E,bachelor degree,standard,FALSE,8.4,5.8,82,79,91,public,TRUE
3472,male,group D,high school,free/reduced,TRUE,6.8,7.6,44,85,83,public,TRUE
3473,male,group E,high school,standard,TRUE,15.1,7.9,66,62,62,public,
3474,male,group C,bachelor degree,standard,FALSE,7.1,6.8,50,73,79,international,TRUE
3475,female,group A,associate degree,free/reduced,TRUE,6.4,9.2,45,64,68,private,TRUE
3476,male,group D,high school,standard,FALSE,10.9,4.8,62,92,93,public,FALSE
3477,female,group A,bachelor degree,standard,TRUE,,7.8,52,55,64,public,FALSE
3478,male,group E,high school,free/reduced,TRUE,9.2,8.2,66,48,57,public,TRUE
3479,male,group D,associate degree,free/reduced,FALSE,10.9,6.1,81,69,69,public,TRUE
3480,female,group B,high school,free/reduced,FALSE,,7.9,39,76,64,public,TRUE
3481,female,group E,,free/reduced,FALSE,13.9,6.4,70,59,62,public,TRUE
3482,male,group E,bachelor degree,standard,FALSE,17.2,7.3,73,80,48,public,TRUE
3483,male,group C,high school,free/reduced,FALSE,12.6,5.3,89,78,60,private,TRUE
3484,male,group E,master degree,standard,FALSE,9.5,7.9,86,81,45,public,TRUE
3485,female,group E,some college,standard,FALSE,8.8,7.2,51,60,,public,TRUE
3486,male,group C,some college,standard,FALSE,7.9,7.2,93,100,73,public,TRUE
3487,male,group E,some college,free/reduced,TRUE,13.7,11,68,69,77,public,TRUE
3488,male,group E,high school,free/reduced,TRUE,10.9,8.8,93,78,73,public,FALSE
3489,female,group E,some college,standard,FALSE,13.4,7.5,80,80,93,public,TRUE
3490,female,group D,associate degree,standard,FALSE,8.6,5.3,77,92,,public,TRUE
3491,male,group C,associate degree,free/reduced,TRUE,13.9,6.5,81,100,81,public,TRUE
3492,female,group A,,standard,FALSE,10.8,5.9,70,90,57,public,TRUE
3493,male,group D,bachelor degree,standard,FALSE,16.3,7.3,56,68,71,public,TRUE
3494,female,group C,bachelor degree,standard,FALSE,12.4,,72,52,,international,FALSE
3495,male,group E,some college,free/reduced,FALSE,16.7,9,60,71,56,private,TRUE
3496,female,group C,master degree,standard,FALSE,9,7.4,54,72,68,public,TRUE
3497,female,group E,bachelor degree,free/reduced,FALSE,,8.6,64,63,100,public,TRUE
3498,male,group C,associate degree,free/reduced,FALSE,9.9,5.6,84,59,54,public,TRUE
3499,male,group C,some college,standard,TRUE,4.5,6.1,54,75,75,private,TRUE
3500,female,group B,bachelor degree,standard,FALSE,7.3,8.3,73,97,60,public,TRUE
3501,male,group D,high school,,FALSE,10.6,7.5,68,84,34,international,TRUE
3502,female,group A,bachelor degree,standard,TRUE,10.2,7.5,25,98,87,private,TRUE
3503,male,group C,associate degree,standard,FALSE,20.4,7.8,82,78,67,private,TRUE
3504,female,group A,high school,standard,FALSE,11.4,,84,83,73,public,TRUE
3505,female,group A,some college,standard,TRUE,6.2,6.8,70,63,83,public,FALSE
3506,female,group B,associate degree,standard,FALSE,4.4,6.2,90,64,71,private,TRUE
3507,male,group C,some college,standard,TRUE,3.9,8.7,65,64,68,public,TRUE
3508,male,group B,bachelor degree,standard,FALSE,1.9,7,79,79,91,public,TRUE
3509,female,group A,associate degree,standard,FALSE,3.9,6.6,75,53,93,public,TRUE
3510,male,group C,associate degree,free/reduced,TRUE,6.8,8.6,69,74,72,public,TRUE
3511,male,group B,high school,standard,TRUE,17.6,8.6,84,37,55,private,TRUE
3512,female,group E,high school,free/reduced,FALSE,9.4,6.2,49,60,65,public,TRUE
3513,male,group C,bachelor degree,standard,TRUE,11.8,6.9,100,85,62,private,FALSE
3514,male,group C,high school,,FALSE,11.3,5.5,95,37,74,public,TRUE
3515,female,group C,master degree,standard,FALSE,3.5,6.5,84,64,68,public,TRUE
3516,male,group C,master degree,standard,TRUE,4.2,8.6,62,69,57,private,FALSE
3517,female,group C,master degree,free/reduced,FALSE,1.6,6.8,64,98,37,public,TRUE
3518,male,group E,bachelor degree,free/reduced,FALSE,9.2,5.4,90,65,86,public,TRUE
3519,female,group C,bachelor degree,free/reduced,TRUE,9.1,5.4,66,67,91,public,TRUE
3520,male,group C,associate degree,standard,FALSE,12.2,5.8,71,83,33,public,FALSE
3521,female,group A,high school,free/reduced,TRUE,4,6.5,75,100,64,international,TRUE
3522,male,group D,some college,standard,FALSE,9.1,8.4,57,51,68,international,
3523,female,group A,bachelor degree,free/reduced,TRUE,6.6,9.5,89,56,89,public,TRUE
3524,male,group D,some college,standard,FALSE,7.8,6.2,78,64,72,private,TRUE
3525,female,group E,high school,standard,TRUE,21.1,5.7,55,53,63,public,TRUE
3526,male,group C,high school,free/reduced,FALSE,10.9,6.3,66,76,75,public,FALSE
3527,female,group E,some college,standard,FALSE,5.3,5.8,77,82,31,public,TRUE
3528,male,group C,some college,standard,FALSE,9.8,6.7,76,84,64,private,TRUE
3529,male,group B,high school,standard,FALSE,12.3,7.7,65,61,,public,TRUE
3530,male,group D,,free/reduced,TRUE,11.2,5,63,77,54,public,TRUE
3531,male,group B,master degree,free/reduced,FALSE,7.9,9.2,57,61,75,private,TRUE
3532,female,group D,,standard,FALSE,,3.9,69,38,52,public,TRUE
3533,female,group D,high school,free/reduced,TRUE,10.1,7.9,72,65,,public,TRUE
3534,female,group B,some college,standard,FALSE,5.9,6.9,87,60,85,private,TRUE
3535,female,group E,master degree,standard,FALSE,14.6,5.7,69,,67,public,TRUE
3536,female,group D,high school,standard,FALSE,11.5,6.2,74,81,67,public,TRUE
3537,male,group B,some college,free/reduced,FALSE,,6.9,87,73,97,public,TRUE
3538,male,group D,bachelor degree,free/reduced,TRUE,5.9,7.3,81,46,49,public,TRUE
3539,male,group B,associate degree,free/reduced,FALSE,16.1,7.9,81,100,87,public,TRUE
3540,female,group A,high school,standard,FALSE,12.6,7.3,67,68,72,public,TRUE
3541,female,group B,high school,standard,FALSE,8.3,7.2,72,66,70,international,TRUE
3542,male,group E,some college,standard,FALSE,7.9,7.2,100,,78,private,FALSE
3543,male,group D,master degree,standard,TRUE,14.6,9.3,81,78,61,public,TRUE
3544,male,group A,master degree,free/reduced,TRUE,15.7,10.1,59,90,60,private,TRUE
3545,male,group C,bachelor degree,standard,FALSE,9,4.3,69,79,69,public,TRUE
3546,male,group B,associate degree,free/reduced,FALSE,14.2,7.9,44,50,81,public,TRUE
3547,female,group B,master degree,free/reduced,FALSE,7.1,7.8,88,75,83,public,TRUE
3548,female,group D,bachelor degree,standard,TRUE,,9,75,96,72,public,TRUE
3549,female,group B,high school,free/reduced,TRUE,18.1,7.8,87,59,64,public,TRUE
3550,male,group D,master degree,standard,FALSE,8,8.4,81,87,57,public,FALSE
3551,male,group E,high school,standard,TRUE,,6.6,58,75,61,public,TRUE
3552,female,group D,,standard,FALSE,0,7,70,77,49,private,TRUE
3553,female,group E,some college,,TRUE,3,5.7,82,100,,public,TRUE
3554,female,group D,associate degree,free/reduced,FALSE,12.6,,75,54,68,public,TRUE
3555,male,group B,high school,standard,TRUE,10.5,6.2,72,78,62,public,TRUE
3556,male,group E,high school,standard,TRUE,17.5,10.1,73,66,61,public,
3557,male,group D,bachelor degree,free/reduced,TRUE,11.3,5.3,82,86,62,public,TRUE
3558,female,group D,some college,standard,TRUE,,8.6,64,67,86,public,TRUE
3559,male,group D,,standard,FALSE,12.7,6.5,44,83,78,private,TRUE
3560,female,group C,high school,standard,FALSE,11.3,6.9,76,73,69,public,TRUE
3561,male,group C,high school,standard,FALSE,7.1,6.8,76,76,71,public,TRUE
3562,female,group C,associate degree,free/reduced,FALSE,3.9,7.4,54,71,72,private,TRUE
3563,female,group C,associate degree,standard,FALSE,9.9,10.3,82,67,75,public,TRUE
3564,female,group D,high school,standard,FALSE,16,6.3,30,86,75,public,FALSE
3565,male,group A,high school,standard,TRUE,10,5.9,60,69,59,public,TRUE
3566,female,group D,high school,standard,TRUE,3.5,5.5,73,65,64,private,TRUE
3567,female,group E,high school,free/reduced,FALSE,5.3,6.7,67,53,100,private,TRUE
3568,male,group D,some college,free/reduced,FALSE,9,8.8,63,66,73,private,TRUE
3569,male,group E,associate degree,standard,FALSE,15.4,8.2,80,57,76,public,TRUE
3570,male,group C,,free/reduced,FALSE,9.3,,62,67,64,public,TRUE
3571,male,group C,bachelor degree,standard,FALSE,10.1,,57,84,,public,TRUE
3572,female,group C,some college,standard,TRUE,6.5,7.5,58,60,75,public,
3573,female,group A,bachelor degree,free/reduced,FALSE,7.6,6.1,63,,71,private,TRUE
3574,male,group D,some college,standard,FALSE,10.2,5,88,49,76,private,TRUE
3575,female,group D,bachelor degree,standard,FALSE,6.5,5.5,65,80,66,private,FALSE
3576,female,group C,high school,standard,TRUE,7.3,7.4,87,73,45,private,FALSE
3577,male,group E,high school,standard,TRUE,9.4,,71,85,51,public,FALSE
3578,female,group E,some college,standard,FALSE,12.9,7.9,64,61,,public,TRUE
3579,female,group B,associate degree,free/reduced,TRUE,,4.9,51,92,49,public,TRUE
3580,male,group D,high school,standard,FALSE,13.2,7,72,68,77,public,TRUE
3581,female,group B,,standard,FALSE,,9.5,78,63,59,public,TRUE
3582,male,group D,some college,standard,TRUE,7.6,7.9,79,67,51,public,TRUE
3583,female,group C,some college,standard,TRUE,10.1,,71,59,94,private,FALSE
3584,female,group D,high school,standard,FALSE,4.5,5.2,82,85,72,public,TRUE
3585,male,group D,high school,standard,TRUE,17.3,,69,54,63,public,TRUE
3586,male,group B,master degree,free/reduced,FALSE,8.7,7.3,56,71,80,international,TRUE
3587,male,group A,master degree,standard,TRUE,13.5,8.4,73,84,43,public,TRUE
3588,female,group B,bachelor degree,free/reduced,FALSE,,7.1,59,67,100,public,TRUE
3589,female,group C,associate degree,free/reduced,TRUE,11.4,7.9,75,60,69,public,TRUE
3590,female,group E,master degree,standard,FALSE,7.3,7,67,45,,international,TRUE
3591,male,group A,master degree,standard,FALSE,8.9,7.9,52,78,,public,TRUE
3592,male,group A,bachelor degree,standard,TRUE,4.4,,90,58,97,public,TRUE
3593,female,group A,master degree,standard,FALSE,,10.4,80,62,100,public,TRUE
3594,male,group B,bachelor degree,free/reduced,FALSE,17.1,4.8,60,70,63,public,TRUE
3595,male,group E,high school,free/reduced,TRUE,10.8,5.8,87,73,65,public,TRUE
3596,male,group C,bachelor degree,free/reduced,TRUE,2.1,7.2,20,79,87,public,TRUE
3597,female,group C,some college,free/reduced,TRUE,0,9.3,77,71,64,public,TRUE
3598,female,group B,associate degree,standard,TRUE,4.9,9.8,69,74,67,public,TRUE
3599,male,group C,some college,standard,FALSE,11.2,7.2,79,54,66,public,TRUE
3600,female,group C,some college,free/reduced,FALSE,17.7,8.5,80,84,,public,TRUE
3601,male,group D,master degree,standard,TRUE,4.5,7.2,78,45,94,public,FALSE
3602,male,group C,high school,standard,FALSE,4.9,6.2,53,72,75,public,TRUE
3603,female,group E,bachelor degree,free/reduced,TRUE,6.3,6.5,67,78,75,public,TRUE
3604,male,group E,bachelor degree,standard,FALSE,6.5,6.7,56,55,100,public,
3605,female,group B,high school,free/reduced,TRUE,10.8,7.3,43,60,81,public,TRUE
3606,male,group A,bachelor degree,,TRUE,11.8,8,73,65,61,public,TRUE
3607,male,group D,high school,free/reduced,TRUE,,6.8,64,,65,public,TRUE
3608,female,group D,some college,standard,FALSE,2.4,,62,84,64,international,TRUE
3609,female,group A,associate degree,standard,FALSE,9.6,5.4,61,80,63,public,TRUE
3610,female,group D,some college,free/reduced,FALSE,13.6,8.4,63,65,62,private,TRUE
3611,male,group B,some college,free/reduced,FALSE,16.6,9.7,44,72,89,international,
3612,male,group C,,standard,FALSE,11.7,7.2,64,54,76,public,TRUE
3613,female,group C,some college,standard,FALSE,3.2,7.4,75,53,83,public,FALSE
3614,female,group D,bachelor degree,standard,FALSE,6.5,8.6,63,81,74,public,FALSE
3615,male,group C,,free/reduced,TRUE,0.7,7,76,88,82,public,TRUE
3616,male,group C,high school,standard,FALSE,9.3,6.8,59,76,,public,TRUE
3617,female,group C,some college,standard,TRUE,9.1,7,94,71,63,public,TRUE
3618,male,group B,bachelor degree,standard,FALSE,11.1,9.2,78,57,76,international,FALSE
3619,male,group E,high school,free/reduced,FALSE,17.7,,58,55,50,public,TRUE
3620,male,group E,bachelor degree,free/reduced,TRUE,,5.7,81,60,69,public,TRUE
3621,male,group B,master degree,free/reduced,FALSE,4.3,7.9,81,96,85,public,TRUE
3622,female,group E,high school,free/reduced,TRUE,10,5.7,76,52,66,private,TRUE
3623,male,group C,bachelor degree,standard,FALSE,,6.8,64,73,87,public,FALSE
3624,male,group B,high school,standard,TRUE,12.9,8,71,78,56,public,TRUE
3625,male,group C,associate degree,standard,FALSE,10.9,6.4,72,73,88,public,TRUE
3626,female,group B,,free/reduced,TRUE,15.2,6.9,98,50,71,public,TRUE
3627,male,group C,some college,standard,FALSE,9.3,8.8,80,67,51,public,TRUE
3628,female,group A,associate degree,standard,TRUE,12.4,9.1,58,76,71,international,TRUE
3629,female,group A,some college,,FALSE,9.9,5.5,85,73,78,public,TRUE
3630,male,group B,high school,standard,TRUE,10.2,6.9,75,74,59,public,TRUE
3631,female,group C,bachelor degree,standard,TRUE,15.1,6.9,48,90,73,public,TRUE
3632,male,group D,bachelor degree,standard,TRUE,13.1,5.5,72,76,70,public,TRUE
3633,female,group C,,standard,FALSE,12.8,9.2,47,67,70,public,TRUE
3634,female,group E,high school,standard,FALSE,15.3,4.7,60,64,63,public,TRUE
3635,male,group D,some college,standard,FALSE,8.2,6.6,68,75,62,public,TRUE
3636,female,group E,associate degree,free/reduced,TRUE,0,8.6,88,91,52,public,TRUE
3637,male,group C,associate degree,standard,FALSE,16.3,6.7,85,65,84,public,TRUE
3638,female,group B,bachelor degree,standard,FALSE,9.8,5.7,81,49,91,public,TRUE
3639,male,group B,some college,free/reduced,FALSE,2.8,6.1,84,54,70,private,TRUE
3640,male,group D,high school,standard,TRUE,7,10.7,72,,29,public,TRUE
3641,male,group E,master degree,standard,TRUE,,8.4,67,71,60,public,TRUE
3642,female,group C,bachelor degree,standard,FALSE,10,5.7,55,85,71,public,TRUE
3643,female,group D,master degree,free/reduced,TRUE,6.1,7.4,82,47,84,public,FALSE
3644,female,group C,high school,standard,FALSE,11.7,7.7,69,,72,public,TRUE
3645,male,group C,some college,standard,TRUE,12.2,6.6,67,70,58,public,TRUE
3646,male,group A,some college,standard,TRUE,1.6,8.9,44,74,47,private,TRUE
3647,female,group C,associate degree,free/reduced,FALSE,5.4,8.4,78,92,27,public,TRUE
3648,male,group C,some college,free/reduced,TRUE,11.2,7.9,66,38,59,international,FALSE
3649,male,group E,bachelor degree,standard,TRUE,15.6,8.8,57,60,68,public,TRUE
3650,male,group E,associate degree,standard,TRUE,11.8,6.9,63,74,64,private,FALSE
3651,female,group C,associate degree,standard,FALSE,14.2,8.3,74,88,68,public,TRUE
3652,male,group A,associate degree,free/reduced,FALSE,8.6,7.2,63,59,90,public,TRUE
3653,female,group E,,standard,TRUE,15.9,6.1,75,63,86,public,TRUE
3654,female,group D,,free/reduced,FALSE,,8.6,78,52,73,private,TRUE
3655,female,group D,high school,free/reduced,TRUE,12.3,9.8,49,67,97,public,TRUE
3656,female,group B,master degree,free/reduced,FALSE,8,5.7,65,62,100,public,FALSE
3657,male,group B,associate degree,,FALSE,,8.2,54,77,68,private,FALSE
3658,female,group D,bachelor degree,free/reduced,TRUE,12.7,7.7,78,56,65,public,TRUE
3659,female,group A,bachelor degree,standard,FALSE,8.2,5.6,93,72,51,private,TRUE
3660,female,group E,high school,standard,TRUE,7,4.5,70,68,85,public,TRUE
3661,male,group A,high school,,FALSE,12.8,5.7,84,86,54,public,FALSE
3662,male,group A,,standard,FALSE,12,6.9,70,78,49,public,TRUE
